Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
GCS_66,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,440,Computer Applications in Civil Engineering Practice,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_67,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,453,Design of Reinforced Concrete Structures,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_495,GCS,Concordia Institute for Information Systems Engineering (CIISE),Any program,Graduate,Master,,,INEX ISS M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_68,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,454,Design of Steel Structures,"Design project, Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_69,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,465,Water Pollution and Control,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_70,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,469,Geo-Environmental Engineering,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_71,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,484,Hydraulic Engineering,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_500,GCS,Electrical and Computer Engineering (ECE),Any program,Graduate,Master,,,INEX ELEC M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_11,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,365,Building Science,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_12,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,366,Acoustics and Lighting,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_13,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,371,Building Service Systems,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_15,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,463,Building Envelope Design,On-site investigation,Hands-on workshops;Laboratory/Clinics;Real-world project/assignment,Course-integrated,
GCS_505,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Any program,Graduate,Master,,,INEX INDU M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_16,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,471,HVAC System Design,Laboratory: 2 hours per week,Laboratory/Clinics,Course-integrated,
GCS_507,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Any program,Graduate,Master,,,INEX MECH M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_17,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,476,Thermal Analysis of Buildings,Laboratory: 1 hour per week,Laboratory/Clinics,Course-integrated,
GCS_18,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,490,"Capstone Building Engineering Design Project (also listed as BLDG 490A, BLDG 490B)","capstone, team project",Capstone project,Course-integrated,
GCS_19,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,BLDG,492,Construction Processes,Site visits,Hands-on workshops;Laboratory/Clinics;Real-world project/assignment,Course-integrated,
GCS_511,GCS,"Building, Civil and Environmental Engineering (BCEE)",Environmental Engineering,Graduate,Master,CIVI,7901,Environmental Engineering Research Project,"Research project, supervision of full-time faculty member",,Research-based,Contact faculty member directly to inquire about potential openings for a student working in the lab.
GCS_512,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Solar Buildings Research Network (SBRN),Development of the solar-optimized building as an integrated advanced technological system that approaches net-zero energy consumption while being cost effective and comfortable,,Research-based,
GCS_513,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,"Concordia Institute for Water, Energy and Sustainable Systems","Promote research into new systems, technologies and solutions for water, energy and resource conservation",,Research-based,
GCS_514,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Building Acoustics Laboratory,"Transmission of Sound in Finite Surrounds, Sound Power Directivity, Sound Absorption Coefficient/Impedance evaluation, Acoustic Evaluation",Laboratory/Clinics,Course-integrated;Research-based;,
GCS_515,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Building Aerodynamics Wind Tunnel Lab,Wind-building interaction,,Research-based,
GCS_516,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Building Envelope Performance Lab CFI,Consist of the Environmental Chamber & Solar Simulator,,Research-based,
GCS_517,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Building Materials Lab,"Durability of Concrete Materials, including alkali-silica reaction, sulphate resistance, chloride resistance and freeze-thaw resistance; Alternate cementing materials, cemented paste backfill; Non-destructive methods.",,Research-based,
GCS_518,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Energy Efficiency Lab,Thermal performance of a dome-covered house in Canada,,Research-based,
GCS_519,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Indoor Air Quality & Ventilation Lab,Research and technical services to evaluate and solve Indoor air quality problems & Ventilation system performance,,Research-based,
GCS_520,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Solar Energy Lighting Lab & Solar House,"Integration of solar energy systems into buildings to generate electricity, useful heat and for daylighting",,Research-based,
GCS_521,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Rain Penetration Chamber,"Rain penetration resistance of windows, doors & walls & the interfaces between these",,Research-based,
GCS_522,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Any level,Any degree,,,Thermal Environment & Controls Lab,"Monitoring, control, and diagnostics of HVAC systems",,Research-based,
GCS_523,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Any level,Any degree,,,Construction Engineering & Management Lab,"Planning, scheduling, cost estimation, project control, and construction automation",,Research-based,
GCS_524,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Any level,Any degree,,,Geotechnical & Systems Computations Laboratory,Soil-structure interaction problems,,Research-based,
GCS_525,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Any level,Any degree,,,Transportation Engineering Lab,"Traffic Operations, Control, Simulation
Intelligent Transportation Systems
Artificial Intelligence Applications",,Research-based,
GCS_526,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Any level,Any degree,,,Structures Lab,Structural dynamics & earthquake engineering; rehabilitation & structural health monitoring; & reinforced concrete structures,,Research-based,
GCS_527,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Any level,Any degree,,,Structures Computer Lab,Workstations & software for computer-aided design & modeling of complex structures,,Research-based,
GCS_528,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Any level,Any degree,,,Water Resources Engineering Lab,Demonstrations of hydraulic phenomena,,Research-based,
GCS_529,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Any level,Any degree,,,Foundations Lab,"Foundation piles in sand, shallow foundations, & soil-structure interaction",,Research-based,
GCS_530,GCS,"Building, Civil and Environmental Engineering (BCEE)",Environmental Engineering,Any level,Any degree,,,Environmental Engineering Lab (CFI),Industrial waste management,,Research-based,
GCS_531,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Building Enclosure Performance,"Architecture, Building Science, Building Materials, Energy Efficiency",,Research-based,
GCS_532,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Computer-Aided Design,"Computer Science (AI, graphics), Architecture and/or Engineering disciplines",,Research-based,
GCS_533,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Energy Efficiency in Buildings,"HVAC control, Solar energy, Lighting",,Research-based,
GCS_534,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Facility & Infrastructure Management,"Economics, Management, Operation research, Engineering disciplines",,Research-based,
GCS_535,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Facility Rehab & Structural Health Monitoring,"Economics, Instrumentation, Experimental techniques, Experimental materials, Experimental Structures",,Research-based,
GCS_536,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Pollutant Control & Dispersal,"Wind effects, Air quality, Transport phenomena, Chemical engineering",,Research-based,
GCS_537,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Systems Engineering,"Computer science, Optimization, Engineering disciplines",,Research-based,
GCS_538,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Any level,Any degree,,,Waste Control & Management,Chemical and environmental engineering,,Research-based,
GCS_0538,GCS,Centre for Engineering in Society (CES),Engineering,Graduate,Master/PhD,ENCS,6721,Technical Writing and Research Methods for Engineers and Computer Scientists,Major research project,,Research-based,Contact faculty member directly to inquire about potential openings for a student working in the lab.
GCS_539,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,3D-Graphics,Research group,,Research-based,
GCS_540,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Bioinformatics,Research group,,Research-based,
GCS_541,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Computational Linguistics at Concordia (CLaC),Research group,,Research-based,
GCS_542,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Database Research Group,Research group,,Research-based,
GCS_543,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Dependable Software Research Group,Research group,,Research-based,
GCS_544,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Human-Centered Software Engineering,Research group,,Research-based,
GCS_545,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Large Scale Optimization Systems,Research group,,Research-based,
GCS_546,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Mathematical Computing and Visualization,Research group,,Research-based,
GCS_547,GCS,Computer Science and Software Engineering (CSSE),Any program,Any level,Any degree,,,Software Maintenance and Evolution Research Group,Research group,,Research-based,
GCS_548,GCS,Concordia Institute for Information Systems Engineering (CIISE),Any program,Graduate,Master,INSE,8901,Master of Applied Science Research and Thesis,"Research, thesis",,Research-based,Contact faculty member directly to inquire about potential openings for a student working in the lab.
GCS_549,GCS,Concordia Institute for Information Systems Engineering (CIISE),Any program,Any level,Any degree,,,Computer Security Laboratory,Research lab or facility,,Research-based,
GCS_550,GCS,Concordia Institute for Information Systems Engineering (CIISE),Any program,Any level,Any degree,,,Design Laboratory,Research lab or facility,,Research-based,
GCS_551,GCS,Concordia Institute for Information Systems Engineering (CIISE),Any program,Any level,Any degree,,,Telecommunications Service Engineering Research Laboratory,Research lab or facility,,Research-based,
GCS_552,GCS,Concordia Institute for Information Systems Engineering (CIISE),Any program,Any level,Any degree,,,Madiba Security Research Lab,"Research on anti-surveillance tools and solutions, bitcoin and blockchain, authentication, TLS and certificate trust model, mobile platforms security, cryptographic voting systems, usable security.",,Research-based,
